Y,X,uuid,kreis_name,kreis_schluessel,gemeindeverband_name,gemeindeverband_schluessel,gemeinde_name,gemeinde_schluessel,gemeindeteil_name,gemeindeteil_schluessel,strasse_name,strasse_schluessel,hausnummer,hausnummer_zusatz,postleitzahl
53.873671564371634,12.217909127164315,24a3b796-d3ca-11e5-96ab-0050569b7e95,Landkreis Rostock,13072,Amt Güstrow-Land,130725255,Sarmstorf,130725255092,Bredentin,,,,,,
53.871653652569996,12.221795408208738,24b1bc06-d3ca-11e5-96ac-0050569b7e95,Landkreis Rostock,13072,Amt Güstrow-Land,130725255,Sarmstorf,130725255092,Bredentin,,,,,,
53.876214662416956,12.215423736979556,24bfc0c6-d3ca-11e5-96ad-0050569b7e95,Landkreis Rostock,13072,Amt Güstrow-Land,130725255,Mistorf,130725255071,Siemitz,,,,,,
54.027853026250121,11.625610432489621,91f499b0-f580-11e4-a7af-0050569b7e95,Landkreis Rostock,13072,Amt Neubukow-Salzhaff,130725259,Am Salzhaff,130725259005,Rakow-Teßmannsdorf,,,,,,
54.030834986077238,11.627391659067737,91f4a356-f580-11e4-a7b0-0050569b7e95,Landkreis Rostock,13072,Amt Neubukow-Salzhaff,130725259,Am Salzhaff,130725259005,Rakow-Teßmannsdorf,,,,,,
54.01500653059675,11.683500132743745,51237dce-d3e8-11e5-96d8-0050569b7e95,Landkreis Rostock,13072,"Neubukow, Stadt",130720217,"Neubukow, Stadt",130720217074,Neubukow,,,,,,
54.066041761253047,11.844176753600941,5133271a-d3e8-11e5-96d9-0050569b7e95,Landkreis Rostock,13072,"Kröpelin, Stadt",130720215,"Kröpelin, Stadt",130720215058,Brusow,,,,,,
54.028057337974367,11.620748603405978,91f4bc56-f580-11e4-a7b3-0050569b7e95,Landkreis Rostock,13072,Amt Neubukow-Salzhaff,130725259,Am Salzhaff,130725259005,Rakow-Teßmannsdorf,,,,,,
54.030234691382439,11.621526230605765,91f4cdfe-f580-11e4-a7b4-0050569b7e95,Landkreis Rostock,13072,Amt Neubukow-Salzhaff,130725259,Am Salzhaff,130725259005,Rakow-Teßmannsdorf,,,,,,
54.068886289111397,11.840993431973972,5141bbcc-d3e8-11e5-96da-0050569b7e95,Landkreis Rostock,13072,"Kröpelin, Stadt",130720215,"Kröpelin, Stadt",130720215058,Brusow,,,,,,
54.16568817703881,12.158992113189887,91f3b540-f580-11e4-a79a-0050569b7e95,Rostock,13003,"Rostock, Hansestadt",130030001,"Rostock, Hansestadt",130030001000,Stuthof,0030,,,,,
53.87223082166858,11.953462167072558,91f4f6f8-f580-11e4-a7b7-0050569b7e95,Landkreis Rostock,13072,Amt Bützow-Land,130725252,"Bützow, Stadt",130725252020,Bützow,,,,,,
53.874615163169523,11.94701421277045,91f506d4-f580-11e4-a7b8-0050569b7e95,Landkreis Rostock,13072,Amt Bützow-Land,130725252,"Bützow, Stadt",130725252020,Bützow,,,,,,
53.877123890219998,11.951814743314207,91f516b0-f580-11e4-a7b9-0050569b7e95,Landkreis Rostock,13072,Amt Bützow-Land,130725252,"Bützow, Stadt",130725252020,Bützow,,,,,,
53.874155068520466,11.952069053576457,91f52736-f580-11e4-a7ba-0050569b7e95,Landkreis Rostock,13072,Amt Bützow-Land,130725252,"Bützow, Stadt",130725252020,Bützow,,,,,,
